Rank,Year,Position,Name,Age,Wins,Losses,Winning_Percentage,Earned_Run_Average,Games_Played,Games_Started,Games_Finished,Complete_Games,Shutouts,Saves,Innings_Pitched,Hits_Allowed,Runs_Allowed,Earned_Runs,Home_Runs_Allowed,Walks_Allowed,Intentional_Walks_Allowed,Strikeouts,Hit_By_Pitch,Balks,Wild_Pitches,Batters_Faced,Adjusted_Earned_Run_Average,Fielding_Independent_Pitching,Walks_Hits_Per_Inning_Pitched,Hits_Per_Nine_Innings,Home_Runs_Per_Nine_Innings,Walks_Per_Nine_Innings,Strikeouts_Per_Nine_Innings,Strikeout_Walk_Ratio,Dominant_Hand,Switch_Hitter
19,1997,,Ryan Karp,27,1,1,0.5,5.4,15,1,1,0,0,0,15.0,12,12,9,2,9,0,18,2,0,1,67,81,4.64,1.4,7.2,1.2,5.4,10.8,2.0,Left,No
20,1997,,Edgar Ramos,22,0,2,0.0,5.14,4,2,0,0,0,0,14.0,15,9,8,3,6,0,4,1,0,1,60,85,6.82,1.5,9.6,1.9,3.9,2.6,0.67,Right,No
21,1997,,Mark Portugal,34,0,2,0.0,4.61,3,3,0,0,0,0,13.2,17,8,7,0,5,0,2,0,0,0,60,95,3.91,1.61,11.2,0.0,3.3,1.3,0.4,Right,No
22,1997,,Darrin Winston,30,2,0,1.0,5.25,7,1,1,0,0,0,12.0,8,8,7,4,3,1,8,2,0,0,50,83,7.36,0.917,6.0,3.0,2.3,6.0,2.67,Left,No
23,1997,,Ryan Nye,24,0,2,0.0,8.25,4,2,1,0,0,0,12.0,20,11,11,2,9,0,7,2,0,0,65,53,6.86,2.417,15.0,1.5,6.8,5.3,0.78,Right,No
1,1996,SP,Curt Schilling,29,9,10,0.474,3.19,26,26,0,8,2,0,183.1,149,69,65,16,50,5,182,3,0,5,732,134,3.19,1.085,7.3,0.8,2.5,8.9,3.64,Right,No
2,1996,SP,Mike Williams,27,6,14,0.3,5.44,32,29,1,0,0,0,167.0,188,107,101,25,67,6,103,6,1,16,732,79,5.2,1.527,10.1,1.3,3.6,5.6,1.54,Right,No
3,1996,SP,Terry Mulholland,33,8,7,0.533,4.66,21,21,0,3,0,0,133.1,157,74,69,17,21,1,52,3,0,5,571,92,4.59,1.335,10.6,1.1,1.4,3.5,2.48,Left,No
4,1996,SP,Mike Mimbs,27,3,9,0.25,5.53,21,17,0,0,0,0,99.1,116,66,61,13,41,1,56,2,0,7,448,77,5.04,1.581,10.5,1.2,3.7,5.1,1.37,Left,No
5,1996,SP,Mike Grace,26,7,2,0.778,3.49,12,12,0,1,1,0,80.0,72,33,31,9,16,1,49,1,1,0,323,123,4.05,1.1,8.1,1.0,1.8,5.5,3.06,Right,No
6,1996,SP,Rich Hunter,21,3,7,0.3,6.49,14,14,0,0,0,0,69.1,84,54,50,10,33,2,32,5,0,4,322,66,5.77,1.688,10.9,1.3,4.3,4.2,0.97,Right,No
7,1996,CL,Ricky Bottalico,26,4,5,0.444,3.19,61,0,56,0,0,34,67.2,47,24,24,6,23,2,74,2,0,3,269,134,3.25,1.034,6.3,0.8,3.1,9.8,3.22,Right,No
8,1996,RP,Russ Springer,27,3,10,0.231,4.66,51,7,12,0,0,0,96.2,106,60,50,12,38,6,94,1,0,5,437,92,4.05,1.49,9.9,1.1,3.5,8.8,2.47,Right,No
9,1996,RP,Toby Borland,27,7,3,0.7,4.07,69,0,11,0,0,0,90.2,83,51,41,9,43,3,76,3,0,10,399,105,4.31,1.39,8.2,0.9,4.3,7.5,1.77,Right,No
10,1996,RP,Ken Ryan,27,3,5,0.375,2.43,62,0,26,0,0,8,89.0,71,32,24,4,45,8,70,1,3,4,370,176,3.73,1.303,7.2,0.4,4.6,7.1,1.56,Right,No
11,1996,RP,Steve Frey,32,0,1,0.0,4.72,31,0,12,0,0,0,34.1,38,19,18,4,18,3,12,0,0,0,151,91,5.56,1.631,10.0,1.0,4.7,3.1,0.67,Left,No
12,1996,,Sid Fernandez,33,3,6,0.333,3.43,11,11,0,0,0,0,63.0,50,25,24,5,26,2,77,1,0,1,264,125,3.05,1.206,7.1,0.7,3.7,11.0,2.96,Left,No
13,1996,,Matt Beech,24,1,4,0.2,6.97,8,8,0,0,0,0,41.1,49,32,32,8,11,0,33,3,0,0,182,62,5.11,1.452,10.7,1.7,2.4,7.2,3.0,Left,No
14,1996,,Ron Blazier,24,3,1,0.75,5.87,27,0,9,0,0,0,38.1,49,30,25,6,10,3,25,0,0,3,173,73,4.69,1.539,11.5,1.4,2.3,5.9,2.5,Right,No
15,1996,,David West,31,2,2,0.5,4.76,7,6,0,0,0,0,28.1,31,17,15,0,11,0,22,0,1,1,126,91,2.78,1.482,9.8,0.0,3.5,7.0,2.0,Left,No
16,1996,,Bobby Munoz,28,0,3,0.0,7.82,6,6,0,0,0,0,25.1,42,28,22,5,7,1,8,1,0,0,123,55,6.05,1.934,14.9,1.8,2.5,2.8,1.14,Right,No
17,1996,,Ricardo Jordan,26,2,2,0.5,1.8,26,0,2,0,0,0,25.0,18,6,5,0,12,0,17,0,0,1,103,240,3.25,1.2,6.5,0.0,4.3,6.1,1.42,Left,No
18,1996,,Jeff Parrett,34,1,1,0.5,1.88,18,0,7,0,0,0,24.0,24,5,5,0,11,2,22,0,0,3,102,231,2.71,1.458,9.0,0.0,4.1,8.3,2.0,Right,No
19,1996,,Dave Leiper,34,2,0,1.0,6.43,26,0,8,0,0,0,21.0,31,16,15,4,7,2,10,0,0,2,97,67,5.7,1.81,13.3,1.7,3.0,4.3,1.43,Left,No
20,1996,,Calvin Maduro,21,0,1,0.0,3.52,4,2,0,0,0,0,15.1,13,6,6,1,3,0,11,2,0,1,62,124,3.56,1.043,7.6,0.6,1.8,6.5,3.67,Right,No
21,1996,,Larry Mitchell,24,0,0,0.0,4.5,7,0,2,0,0,0,12.0,14,6,6,1,5,1,7,0,0,0,51,98,4.34,1.583,10.5,0.8,3.8,5.3,1.4,Right,No
22,1996,,Glenn Dishman,25,0,0,0.0,7.71,4,1,2,0,0,0,7.0,9,6,6,2,2,0,3,0,0,0,31,58,6.89,1.571,11.6,2.6,2.6,3.9,1.5,Left,No
23,1996,,Bronson Heflin,24,0,0,0.0,6.75,3,0,2,0,0,0,6.2,11,7,5,1,3,0,4,0,0,0,34,67,5.27,2.1,14.9,1.4,4.1,5.4,1.33,Right,No
24,1996,,Carlos Crawford,24,0,1,0.0,4.91,1,1,0,0,0,0,3.2,7,10,2,1,2,0,4,1,0,0,22,95,6.99,2.455,17.2,2.5,4.9,9.8,2.0,Right,No
25,1996,,Rafael Quirico,26,0,1,0.0,37.8,1,1,0,0,0,0,1.2,4,7,7,1,5,0,1,0,1,0,14,14,18.77,5.4,21.6,5.4,27.0,5.4,0.2,Left,No
1,1995,SP,Paul Quantrill,26,11,12,0.478,4.67,33,29,1,0,0,0,179.1,212,102,93,20,44,3,103,6,3,0,784,90,4.24,1.428,10.6,1.0,2.2,5.2,2.34,Right,No
2,1995,SP,Tyler Green,25,8,9,0.471,5.31,26,25,0,4,2,0,140.2,157,86,83,15,66,3,85,4,2,9,623,79,4.77,1.585,10.0,1.0,4.2,5.4,1.29,Right,No
3,1995,SP,Mike Mimbs,26,9,7,0.563,4.15,35,19,6,2,1,1,136.2,127,70,63,10,75,2,93,6,0,9,603,101,4.47,1.478,8.4,0.7,4.9,6.1,1.24,Left,No
4,1995,SP,Curt Schilling,28,7,5,0.583,3.57,17,17,0,1,0,0,116.0,96,52,46,12,26,2,114,3,1,0,473,118,3.23,1.052,7.4,0.9,2.0,8.8,4.38,Right,No
5,1995,SP,Sid Fernandez,32,6,1,0.857,3.34,11,11,0,0,0,0,64.2,48,25,24,11,21,0,79,1,1,0,263,126,3.89,1.067,6.7,1.5,2.9,11.0,3.76,Left,No
6,1995,SP,Jeff Juden,24,2,4,0.333,4.02,13,10,0,1,0,0,62.2,53,31,28,6,31,0,47,5,1,4,271,105,4.57,1.34,7.6,0.9,4.5,6.8,1.52,Right,No
7,1995,CL,Heathcliff Slocumb,29,5,6,0.455,2.89,61,0,54,0,0,32,65.1,64,26,21,2,35,3,63,1,0,3,289,145,3.23,1.515,8.8,0.3,4.8,8.7,1.8,Right,No
8,1995,RP,Mike Williams,26,3,3,0.5,3.29,33,8,7,0,0,0,87.2,78,37,32,10,29,2,57,3,0,7,367,128,4.38,1.221,8.0,1.0,3.0,5.9,1.97,Right,No
9,1995,RP,Ricky Bottalico,25,5,3,0.625,2.46,62,0,20,0,0,1,87.2,50,25,24,7,42,3,87,4,0,1,350,171,3.73,1.049,5.1,0.7,4.3,8.9,2.07,Right,No
10,1995,RP,Toby Borland,26,1,3,0.25,3.77,50,0,18,0,0,6,74.0,81,37,31,3,37,7,59,5,0,12,339,112,3.74,1.595,9.9,0.4,4.5,7.2,1.59,Right,No
11,1995,RP,Norm Charlton,32,2,5,0.286,7.36,25,0,5,0,0,0,22.0,23,19,18,2,15,3,12,3,0,1,102,58,5.65,1.727,9.4,0.8,6.1,4.9,0.8,Left,No
12,1995,,David West,30,3,2,0.6,3.79,8,8,0,0,0,0,38.0,34,17,16,5,19,0,25,1,0,1,163,111,5.08,1.395,8.1,1.2,4.5,5.9,1.32,Left,No
13,1995,,Tommy Greene,28,0,5,0.0,8.29,11,6,3,0,0,0,33.2,45,32,31,6,20,0,24,3,1,3,167,51,6.04,1.931,12.0,1.6,5.3,6.4,1.2,Right,No
14,1995,,Kyle Abbott,27,2,0,1.0,3.81,18,0,3,0,0,0,28.1,28,12,12,3,16,0,21,0,1,2,122,111,4.69,1.553,8.9,1.0,5.1,6.7,1.31,Left,No
15,1995,,Russ Springer,26,0,0,0.0,3.71,14,0,3,0,0,0,26.2,22,11,11,5,10,3,32,2,0,1,112,114,4.49,1.2,7.4,1.7,3.4,10.8,3.2,Right,No
16,1995,,Dennis Springer,30,0,3,0.0,4.84,4,4,0,0,0,0,22.1,21,15,12,3,9,1,15,1,0,1,94,88,4.85,1.343,8.5,1.2,3.6,6.0,1.67,Right,No
17,1995,,Gene Harris,30,2,2,0.5,4.26,21,0,5,0,0,0,19.0,19,9,9,2,8,0,9,0,0,0,82,100,4.79,1.421,9.0,0.9,3.8,4.3,1.13,Right,No
18,1995,,Bobby Munoz,27,0,2,0.0,5.74,3,3,0,0,0,0,15.2,15,13,10,2,9,0,6,3,0,0,70,75,6.29,1.532,8.6,1.1,5.2,3.4,0.67,Right,No
19,1995,,Paul Fletcher,28,1,0,1.0,5.4,10,0,1,0,0,0,13.1,15,8,8,2,9,2,10,1,0,2,64,80,5.8,1.8,10.1,1.4,6.1,6.8,1.11,Right,No
20,1995,,Mike Grace,25,1,1,0.5,3.18,2,2,0,0,0,0,11.1,10,4,4,0,4,0,7,0,0,0,47,136,2.93,1.235,7.9,0.0,3.2,5.6,1.75,Right,No
21,1995,,Steve Frey,31,0,0,0.0,0.84,9,0,3,0,0,1,10.2,3,1,1,1,2,1,2,0,0,0,36,513,4.51,0.469,2.5,0.8,1.7,1.7,1.0,Left,No
22,1995,,Omar Olivares,27,0,1,0.0,5.4,5,0,3,0,0,0,10.0,11,6,6,1,2,0,7,1,0,0,44,80,3.9,1.3,9.9,0.9,1.8,6.3,3.5,Right,No
23,1995,,Chuck Ricci,26,1,0,1.0,1.8,7,0,3,0,0,0,10.0,9,2,2,0,3,0,9,1,0,0,40,241,2.5,1.2,8.1,0.0,2.7,8.1,3.0,Right,No
24,1995,,Andy Carter,26,0,0,0.0,6.14,4,0,1,0,0,0,7.1,4,5,5,3,2,1,6,1,0,0,28,72,8.01,0.818,4.9,3.7,2.5,7.4,3.0,Left,No
25,1995,,Jim Deshaies,35,0,1,0.0,20.25,2,2,0,0,0,0,5.1,15,12,12,3,1,0,6,0,0,0,32,22,8.73,3.0,25.3,5.1,1.7,10.1,6.0,Left,No
26,1995,,Ryan Karp,25,0,0,0.0,4.5,1,0,0,0,0,0,2.0,1,1,1,0,3,0,2,0,0,1,10,110,5.6,2.0,4.5,0.0,13.5,9.0,0.67,Left,No
1,1994,SP,Danny Jackson,32,14,6,0.7,3.26,25,25,0,4,1,0,179.1,183,71,65,13,46,1,129,2,0,2,755,132,3.44,1.277,9.2,0.7,2.3,6.5,2.8,Left,No
2,1994,SP,Bobby Munoz,26,7,5,0.583,2.67,21,14,1,1,0,1,104.1,101,40,31,8,35,0,59,1,1,5,447,161,4.03,1.304,8.7,0.7,3.0,5.1,1.69,Right,No
3,1994,SP,Shawn Boskie,27,4,6,0.4,5.23,18,14,1,1,0,0,84.1,85,56,49,14,29,2,59,3,0,6,367,83,5.03,1.352,9.1,1.5,3.1,6.3,2.03,Right,No
4,1994,SP,Curt Schilling,27,2,8,0.2,4.48,13,13,0,1,0,0,82.1,87,42,41,10,28,3,58,3,1,3,360,96,4.43,1.397,9.5,1.1,3.1,6.3,2.07,Right,No
5,1994,SP,Mike Williams,25,2,4,0.333,5.01,12,8,2,0,0,0,50.1,61,31,28,7,20,3,29,0,0,0,222,87,4.98,1.609,10.9,1.3,3.6,5.2,1.45,Right,No
6,1994,CL,Doug Jones,37,2,4,0.333,2.17,47,0,42,0,0,27,54.0,55,14,13,2,6,0,38,0,0,1,226,200,2.54,1.13,9.2,0.3,1.0,6.3,6.33,Right,No
7,1994,RP,David West,29,4,10,0.286,3.55,31,14,7,0,0,0,99.0,74,44,39,7,61,2,83,1,0,9,429,122,4.25,1.364,6.7,0.6,5.5,7.5,1.36,Left,No
8,1994,RP,Heathcliff Slocumb,28,5,1,0.833,2.86,52,0,16,0,0,0,72.1,75,32,23,0,28,4,58,2,0,9,322,151,2.77,1.424,9.3,0.0,3.5,7.2,2.07,Right,No
9,1994,RP,Toby Borland,25,1,0,1.0,2.36,24,0,7,0,0,1,34.1,31,10,9,1,14,3,26,4,0,4,144,184,3.57,1.311,8.1,0.3,3.7,6.8,1.86,Right,No
10,1994,RP,Larry Andersen,41,1,2,0.333,4.41,29,0,11,0,0,0,32.2,33,20,16,2,15,3,27,0,0,0,147,99,3.65,1.469,9.1,0.6,4.1,7.4,1.8,Right,No
11,1994,,Fernando Valenzuela,33,1,2,0.333,3.0,8,7,0,0,0,0,45.0,42,16,15,8,7,1,19,0,0,1,182,145,5.06,1.089,8.4,1.6,1.4,3.8,2.71,Left,No
12,1994,,Ben Rivera,26,3,4,0.429,6.87,9,7,1,0,0,0,38.0,40,29,29,7,22,0,19,1,0,3,176,63,6.34,1.632,9.5,1.7,5.2,4.5,0.86,Right,No
13,1994,,Tommy Greene,27,2,0,1.0,4.54,7,7,0,0,0,0,35.2,37,20,18,5,22,0,28,0,0,2,164,96,5.23,1.654,9.3,1.3,5.6,7.1,1.27,Right,No
14,1994,,Andy Carter,25,0,2,0.0,4.46,20,0,7,0,0,0,34.1,34,18,17,5,12,2,18,6,0,0,149,98,5.55,1.34,8.9,1.3,3.1,4.7,1.5,Left,No
15,1994,,Paul Quantrill,25,2,2,0.5,6.0,18,1,5,0,0,1,30.0,39,21,20,3,10,3,13,3,2,0,135,73,4.86,1.633,11.7,0.9,3.0,3.9,1.3,Right,No
16,1994,,Jeff Juden,23,1,4,0.2,6.18,6,5,0,0,0,0,27.2,29,25,19,4,12,0,22,1,2,0,121,71,4.83,1.482,9.4,1.3,3.9,7.2,1.83,Right,No
17,1994,,Roger Mason,36,1,1,0.5,5.19,6,0,1,0,0,0,8.2,11,6,5,2,5,1,7,0,0,0,41,86,6.25,1.846,11.4,2.1,5.2,7.3,1.4,Right,No
18,1994,,Bob Wells,27,1,0,1.0,1.8,6,0,2,0,0,0,5.0,4,1,1,0,3,0,3,1,0,0,21,256,4.33,1.4,7.2,0.0,5.4,5.4,1.0,Right,No
19,1994,,Tom Edens,33,1,0,1.0,2.25,3,0,2,0,0,0,4.0,4,1,1,0,1,0,1,0,0,0,17,208,3.38,1.25,9.0,0.0,2.3,2.3,1.0,Right,No
20,1994,,Ricky Bottalico,24,0,0,0.0,0.0,3,0,3,0,0,0,3.0,3,0,0,0,1,0,3,0,0,0,13,0,2.13,1.333,9.0,0.0,3.0,9.0,3.0,Right,No
1,1993,SP,Curt Schilling,26,16,7,0.696,4.02,34,34,0,7,2,0,235.1,234,114,105,23,57,6,186,4,3,9,982,99,3.46,1.237,8.9,0.9,2.2,7.1,3.26,Right,No
2,1993,SP,Danny Jackson,31,12,11,0.522,3.77,32,32,0,2,1,0,210.1,214,105,88,12,80,2,120,4,0,4,919,106,3.79,1.398,9.2,0.5,3.4,5.1,1.5,Left,No
3,1993,SP,Tommy Greene,26,16,4,0.8,3.42,31,30,0,7,2,0,200.0,175,84,76,12,62,3,167,3,0,15,834,116,3.07,1.185,7.9,0.5,2.8,7.5,2.69,Right,No
4,1993,SP,Terry Mulholland,30,12,9,0.571,3.25,29,28,0,7,2,0,191.0,177,80,69,20,40,2,116,3,0,5,786,122,3.81,1.136,8.3,0.9,1.9,5.5,2.9,Left,No
5,1993,SP,Ben Rivera,25,13,9,0.591,5.02,30,28,1,1,1,0,163.0,175,99,91,16,85,4,123,6,0,13,742,79,4.43,1.595,9.7,0.9,4.7,6.8,1.45,Right,No
6,1993,CL,Mitch Williams,28,3,7,0.3,3.34,65,0,57,0,0,43,62.0,56,30,23,3,44,1,60,2,0,6,281,120,3.91,1.613,8.1,0.4,6.4,8.7,1.36,Left,No
7,1993,RP,David West,28,6,4,0.6,2.92,76,0,27,0,0,3,86.1,60,37,28,6,51,4,87,5,0,3,375,136,3.82,1.286,6.3,0.6,5.3,9.1,1.71,Left,No
8,1993,RP,Larry Andersen,40,3,2,0.6,2.92,64,0,13,0,0,0,61.2,54,22,20,4,21,2,67,1,1,2,256,137,2.73,1.216,7.9,0.6,3.1,9.8,3.19,Right,No
9,1993,RP,Roger Mason,35,5,5,0.5,4.89,34,0,15,0,0,0,49.2,47,28,27,9,16,1,32,0,1,1,210,82,5.02,1.268,8.5,1.6,2.9,5.8,2.0,Right,No
10,1993,RP,Mark Davis,32,1,2,0.333,5.17,25,0,4,0,0,0,31.1,35,22,18,4,24,1,28,1,0,1,154,78,5.25,1.883,10.1,1.1,6.9,8.0,1.17,Left,No
11,1993,,Mike Williams,24,1,3,0.25,5.29,17,4,2,0,0,0,51.0,50,32,30,5,22,2,33,0,0,2,221,75,4.26,1.412,8.8,0.9,3.9,5.8,1.5,Right,No
12,1993,,José DeLeón,32,3,0,1.0,3.26,24,3,6,0,0,0,47.0,39,25,17,5,27,3,34,5,0,5,207,123,4.97,1.404,7.5,1.0,5.2,6.5,1.26,Right,No
13,1993,,Bobby Thigpen,29,3,1,0.75,6.05,17,0,5,0,0,0,19.1,23,13,13,2,9,1,10,1,1,0,88,67,4.85,1.655,10.7,0.9,4.2,4.7,1.11,Right,No
14,1993,,Donn Pall,31,1,0,1.0,2.55,8,0,2,0,0,0,17.2,15,7,5,1,3,0,11,0,1,0,69,159,2.99,1.019,7.6,0.5,1.5,5.6,3.67,Right,No
15,1993,,Tim Mauser,26,0,0,0.0,4.96,8,0,1,0,0,0,16.1,15,9,9,1,7,0,14,1,0,1,71,82,3.54,1.347,8.3,0.6,3.9,7.7,2.0,Right,No
16,1993,,Bob Ayrault,27,2,0,1.0,9.58,10,0,3,0,0,0,10.1,18,11,11,1,10,1,8,1,0,1,59,43,5.89,2.71,15.7,0.9,8.7,7.0,0.8,Right,No
17,1993,,Tyler Green,23,0,0,0.0,7.36,3,2,1,0,0,0,7.1,16,9,6,1,5,0,7,0,0,2,41,57,4.9,2.864,19.6,1.2,6.1,8.6,1.4,Right,No
18,1993,,Kevin Foster,24,0,1,0.0,14.85,2,1,0,0,0,0,6.2,13,11,11,3,7,0,6,0,0,2,40,28,10.19,3.0,17.6,4.1,9.5,8.1,0.86,Right,No
19,1993,,Brad Brink,28,0,0,0.0,3.0,2,0,1,0,0,0,6.0,3,2,2,1,3,0,8,0,0,1,24,141,3.99,1.0,4.5,1.5,4.5,12.0,2.67,Right,No
20,1993,,Paul Fletcher,26,0,0,0.0,0.0,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,1,1,0,2.99,0.0,0.0,0.0,0.0,0.0,0.0,Right,No
1,1992,SP,Terry Mulholland,29,13,11,0.542,3.81,32,32,0,12,2,0,229.0,227,101,97,14,46,3,125,3,0,3,937,92,3.13,1.192,8.9,0.6,1.8,4.9,2.72,Left,No
2,1992,SP,Curt Schilling,25,14,11,0.56,2.35,42,26,10,10,4,2,226.1,165,67,59,11,59,4,147,1,0,4,895,150,2.91,0.99,6.6,0.4,2.3,5.8,2.49,Right,No
3,1992,SP,Kyle Abbott,24,1,14,0.067,5.13,31,19,0,0,0,0,133.1,147,80,76,20,45,0,88,1,1,9,577,69,4.45,1.44,9.9,1.4,3.0,5.9,1.96,Left,No
4,1992,SP,Ben Rivera,24,7,3,0.7,2.82,20,14,4,4,1,0,102.0,78,32,32,8,32,2,66,2,0,5,409,125,3.51,1.078,6.9,0.7,2.8,5.8,2.06,Right,No
5,1992,SP,Tommy Greene,25,3,3,0.5,5.32,13,12,0,0,0,0,64.1,75,39,38,5,34,2,39,0,0,1,298,66,4.17,1.694,10.5,0.7,4.8,5.5,1.15,Right,No
6,1992,CL,Mitch Williams,27,5,8,0.385,3.78,66,0,56,0,0,29,81.0,69,39,34,4,64,2,74,6,3,5,368,93,4.19,1.642,7.7,0.4,7.1,8.2,1.16,Left,No
7,1992,RP,Mike Hartley,30,7,6,0.538,3.44,46,0,15,0,0,0,55.0,54,23,21,5,23,6,53,2,0,4,243,103,3.4,1.4,8.8,0.8,3.8,8.7,2.3,Right,No
8,1992,RP,Barry Jones,29,5,6,0.455,4.64,44,0,10,0,0,0,54.1,65,30,28,3,24,4,19,2,2,1,243,76,4.24,1.638,10.8,0.5,4.0,3.1,0.79,Right,No
9,1992,RP,Bob Ayrault,26,2,2,0.5,3.12,30,0,7,0,0,0,43.1,32,16,15,0,17,1,27,1,0,0,178,114,2.78,1.131,6.6,0.0,3.5,5.6,1.59,Right,No
10,1992,RP,Wally Ritchie,26,2,1,0.667,3.0,40,0,13,0,0,1,39.0,44,17,13,3,17,3,19,0,0,0,174,118,4.12,1.564,10.2,0.7,3.9,4.4,1.12,Left,No
11,1992,,Cliff Brantley,24,2,6,0.25,4.6,28,9,6,0,0,0,76.1,71,45,39,6,58,4,32,4,1,4,353,77,5.4,1.69,8.4,0.7,6.8,3.8,0.55,Right,No
12,1992,,Greg Mathews,30,2,3,0.4,5.16,14,7,1,0,0,0,52.1,54,31,30,7,24,2,27,1,2,1,228,69,4.92,1.49,9.3,1.2,4.1,4.6,1.13,Left,No
13,1992,,Don Robinson,35,1,4,0.2,6.18,8,8,0,0,0,0,43.2,49,32,30,6,4,0,17,1,0,0,183,57,4.13,1.214,10.1,1.2,0.8,3.5,4.25,Right,No
14,1992,,Brad Brink,27,0,4,0.0,4.14,8,7,0,0,0,0,41.1,53,27,19,2,13,2,16,1,0,0,187,86,3.65,1.597,11.5,0.4,2.8,3.5,1.23,Right,No
15,1992,,Danny Cox,32,2,2,0.5,5.4,9,7,0,0,0,0,38.1,46,28,23,3,19,1,30,0,0,0,178,66,3.72,1.696,10.8,0.7,4.5,7.0,1.58,Right,No
16,1992,,Andy Ashby,24,1,3,0.25,7.54,10,8,0,0,0,0,37.0,42,31,31,6,21,0,24,1,0,2,171,47,5.38,1.703,10.2,1.5,5.1,5.8,1.14,Right,No
17,1992,,Mike Williams,23,1,1,0.5,5.34,5,5,0,1,0,0,28.2,29,20,17,3,7,0,5,0,0,0,121,67,4.53,1.256,9.1,0.9,2.2,1.6,0.71,Right,No
18,1992,,Keith Shepherd,24,1,1,0.5,3.27,12,0,6,0,0,2,22.0,19,10,8,0,6,1,10,0,0,1,91,109,2.69,1.136,7.8,0.0,2.5,4.1,1.67,Right,No
19,1992,,Pat Combs,25,1,1,0.5,7.71,4,4,0,0,0,0,18.2,20,16,16,0,12,0,11,0,0,1,88,47,3.53,1.714,9.6,0.0,5.8,5.3,0.92,Left,No
20,1992,,José DeLeón,31,0,1,0.0,3.0,3,3,0,0,0,0,15.0,16,7,5,0,5,0,7,0,0,0,63,120,2.85,1.4,9.6,0.0,3.0,4.2,1.4,Right,No
21,1992,,Jay Baller,31,0,0,0.0,8.18,8,0,4,0,0,0,11.0,10,10,10,5,10,0,9,0,0,1,51,45,9.78,1.818,8.2,4.1,8.2,7.4,0.9,Right,No
22,1992,,Steve Searcy,28,0,0,0.0,6.1,10,0,3,0,0,0,10.1,13,9,7,0,8,0,5,0,0,0,50,60,4.14,2.032,11.3,0.0,7.0,4.4,0.63,Left,No
23,1992,,Mickey Weston,31,0,1,0.0,12.27,1,1,0,0,0,0,3.2,7,5,5,1,1,0,0,1,0,0,19,32,7.96,2.182,17.2,2.5,2.5,0.0,0.0,Right,No
24,1992,,Darrin Chapin,26,0,0,0.0,9.0,1,0,0,0,0,0,2.0,2,2,2,1,0,0,1,0,0,1,8,48,8.28,1.0,9.0,4.5,0.0,4.5,0.0,Right,No
1,1991,SP,Terry Mulholland,28,16,13,0.552,3.61,34,34,0,8,3,0,232.0,231,100,93,15,49,2,142,3,0,3,956,101,3.14,1.207,9.0,0.6,1.9,5.5,2.9,Left,No
2,1991,SP,Tommy Greene,24,13,7,0.65,3.38,36,27,3,3,2,0,207.2,177,85,78,19,66,4,154,3,1,9,857,108,3.56,1.17,7.7,0.8,2.9,6.7,2.33,Right,No
3,1991,SP,José de Jesús,26,10,9,0.526,3.42,31,29,1,3,0,1,181.2,147,74,69,7,128,4,118,4,0,10,801,107,4.24,1.514,7.3,0.3,6.3,5.8,0.92,Right,No
4,1991,SP,Danny Cox,31,4,6,0.4,4.57,23,17,2,0,0,0,102.1,98,57,52,14,39,2,46,1,1,7,433,80,4.91,1.339,8.6,1.2,3.4,4.0,1.18,Right,No
5,1991,SP,Pat Combs,24,2,6,0.25,4.9,14,13,0,1,0,0,64.1,64,41,35,7,43,1,41,2,0,7,300,75,5.09,1.663,9.0,1.0,6.0,5.7,0.95,Left,No
6,1991,SP,Jason Grimsley,23,1,7,0.125,4.87,12,12,0,0,0,0,61.0,54,34,33,4,41,3,42,3,0,14,272,75,4.5,1.557,8.0,0.6,6.0,6.2,1.02,Right,No
7,1991,CL,Mitch Williams,26,12,5,0.706,2.34,69,0,60,0,0,30,88.1,56,24,23,4,62,5,84,8,1,4,386,157,3.92,1.336,5.7,0.4,6.3,8.6,1.35,Left,No
8,1991,RP,Bruce Ruffin,27,4,7,0.364,3.78,31,15,2,1,1,0,119.0,125,52,50,6,38,3,85,1,0,4,508,97,3.07,1.37,9.5,0.5,2.9,6.4,2.24,Left,No
9,1991,RP,Joe Boever,30,3,5,0.375,3.84,68,0,27,0,0,0,98.1,90,45,42,10,54,11,89,0,1,6,431,95,4.02,1.464,8.2,0.9,4.9,8.1,1.65,Right,No
10,1991,RP,Roger McDowell,30,3,6,0.333,3.2,38,0,16,0,0,3,59.0,61,28,21,1,32,12,28,2,0,1,271,115,3.86,1.576,9.3,0.2,4.9,4.3,0.88,Right,No
11,1991,RP,Wally Ritchie,25,1,2,0.333,2.5,39,0,13,0,0,0,50.1,44,17,14,4,17,5,26,2,0,1,213,147,3.99,1.212,7.9,0.7,3.0,4.6,1.53,Left,No
12,1991,,Darrel Akerfelds,29,2,1,0.667,5.26,30,0,11,0,0,0,49.2,49,30,29,5,27,4,31,3,0,4,229,70,4.73,1.53,8.9,0.9,4.9,5.6,1.15,Right,No
13,1991,,Andy Ashby,23,1,5,0.167,6.0,8,8,0,0,0,0,42.0,41,28,28,5,19,0,26,3,0,6,186,61,4.74,1.429,8.8,1.1,4.1,5.6,1.37,Right,No
14,1991,,Cliff Brantley,23,2,2,0.5,3.41,6,5,0,0,0,0,31.2,26,12,12,0,19,0,25,2,0,2,140,108,3.27,1.421,7.4,0.0,5.4,7.1,1.32,Right,No
